SN,mjd obs,flux (mJy),RMS(mJy),mjd exp date,dt (days),dt (years),redshift,Luminosity,classification,status,type,rms(lum)
SN2012au,56040.1,9.569,,56000.0,40.1,0.1098630137,0.0045,4.58e+27,Archival Ibc,real,Ib,
SN2012au,58553.0,4.228,,56000.0,2553.0,6.994520548,0.0045,2.0300000000000002e+27,VLASS Ibc,real,Ib,
SN2012au,59593.0,4.337,,56000.0,3593.0,9.843835616,0.0045,2.0800000000000003e+27,VLASS Ibc,real,Ib,
SN2012au,60501.10163,4.448,,56000.0,4501.10163,12.33178529,0.0045,2.13e+27,VLASS Ibc,real,Ib,
SN2016coi,57542.0,1.15,,57535.54,6.46,0.01769863014,0.0036,3.52e+26,Archival Ibc,real,Ic-BL,
SN2016coi,57552.0,4.8,,57535.54,16.46,0.04509589041,0.0036,1.4700000000000003e+27,Archival Ibc,real,Ic-BL,
SN2016coi,57577.0,12.9,,57535.54,41.46,0.1135890411,0.0036,3.9500000000000005e+27,Archival Ibc,real,Ic-BL,
SN2016coi,57638.0,13.5,,57535.54,102.46,0.2807123288,0.0036,4.1300000000000004e+27,Archival Ibc,real,Ic-BL,
SN2016coi,57801.0,6.2,,57535.54,265.46,0.7272876712,0.0036,1.9e+27,Archival Ibc,real,Ic-BL,
SN2016coi,59049.0,1.8,,57535.54,1513.46,4.146465753,0.0036,4.7e+26,VLASS Ibc,real,Ic-BL,
SN2016coi,59520.18198,0.43,,57535.54,1984.641984,5.4373753,0.0036,1.32e+26,VLASS Ibc,real,Ic-BL,
SN2016coi,60501.47452,0.74,,57535.54,2965.934521,8.125848002,0.0036,2.27e+26,VLASS Ibc,real,Ic-BL,
1998bw,50934.0,9.0,,50931.0,3.0,0.008219178082,0.008499,1.55e+28,Archival Ibc,real,Ic,
1998bw,50935.0,9.9,,50931.0,4.0,0.01095890411,0.008499,1.7e+28,Archival Ibc,real,Ic,
1998bw,50940.9,39.0,,50931.0,9.9,0.02712328767,0.008499,6.7e+28,Archival Ibc,real,Ic,
1998bw,50942.7,44.6,,50931.0,11.7,0.03205479452,0.008499,7.6700000000000005e+28,Archival Ibc,real,Ic,
1998bw,50945.6,39.9,,50931.0,14.6,0.04,0.008499,6.86e+28,Archival Ibc,real,Ic,
1998bw,50946.7,37.4,,50931.0,15.7,0.04301369863,0.008499,6.43e+28,Archival Ibc,real,Ic,
1998bw,50947.5,37.1,,50931.0,16.5,0.04520547945,0.008499,6.38e+28,Archival Ibc,real,Ic,
1998bw,50948.8,32.6,,50931.0,17.8,0.04876712329,0.008499,5.6e+28,Archival Ibc,real,Ic,
1998bw,50950.7,28.6,,50931.0,19.7,0.05397260274,0.008499,4.92e+28,Archival Ibc,real,Ic,
1998bw,50952.6,24.3,,50931.0,21.6,0.05917808219,0.008499,4.18e+28,Archival Ibc,real,Ic,
1998bw,50954.6,24.7,,50931.0,23.6,0.06465753425,0.008499,4.25e+28,Archival Ibc,real,Ic,
1998bw,50956.9,27.6,,50931.0,25.9,0.07095890411,0.008499,4.74e+28,Archival Ibc,real,Ic,
1998bw,50957.8,29.5,,50931.0,26.8,0.07342465753,0.008499,5.07e+28,Archival Ibc,real,Ic,
1998bw,50959.8,30.0,,50931.0,28.8,0.07890410959,0.008499,5.16e+28,Archival Ibc,real,Ic,
1998bw,50961.0,30.0,,50931.0,30.0,0.08219178082,0.008499,5.16e+28,Archival Ibc,real,Ic,
1998bw,50963.9,30.3,,50931.0,32.9,0.0901369863,0.008499,5.21e+28,Archival Ibc,real,Ic,
1998bw,50965.7,28.6,,50931.0,34.7,0.09506849315,0.008499,4.92e+28,Archival Ibc,real,Ic,
1998bw,50967.8,27.0,,50931.0,36.8,0.1008219178,0.008499,4.64e+28,Archival Ibc,real,Ic,
1998bw,50969.8,24.6,,50931.0,38.8,0.1063013699,0.008499,4.23e+28,Archival Ibc,real,Ic,
1998bw,50971.0,24.1,,50931.0,40.0,0.1095890411,0.008499,4.14e+28,Archival Ibc,real,Ic,
1998bw,50976.7,20.7,,50931.0,45.7,0.1252054795,0.008499,3.5600000000000003e+28,Archival Ibc,real,Ic,
1998bw,50982.7,16.3,,50931.0,51.7,0.1416438356,0.008499,2.8e+28,Archival Ibc,real,Ic,
1998bw,50988.7,14.0,,50931.0,57.7,0.1580821918,0.008499,2.41e+28,Archival Ibc,real,Ic,
1998bw,50995.7,11.4,,50931.0,64.7,0.177260274,0.008499,1.96e+28,Archival Ibc,real,Ic,
1998bw,50998.7,11.1,,50931.0,67.7,0.1854794521,0.008499,1.91e+28,Archival Ibc,real,Ic,
1998bw,51011.5,6.3,,50931.0,80.5,0.2205479452,0.008499,1.0800000000000001e+28,Archival Ibc,real,Ic,
1998bw,51018.7,5.0,,50931.0,87.7,0.2402739726,0.008499,8.59e+27,Archival Ibc,real,Ic,
1998bw,51024.4,4.0,,50931.0,93.4,0.255890411,0.008499,6.880000000000001e+27,Archival Ibc,real,Ic,
1998bw,51033.8,4.3,,50931.0,102.8,0.2816438356,0.008499,7.39e+27,Archival Ibc,real,Ic,
1998bw,51045.8,3.2,,50931.0,114.8,0.3145205479,0.008499,5.500000000000001e+27,Archival Ibc,real,Ic,
1998bw,51057.8,3.4,,50931.0,126.8,0.3473972603,0.008499,5.84e+27,Archival Ibc,real,Ic,
1998bw,51080.5,2.5,,50931.0,149.5,0.4095890411,0.008499,4.3000000000000006e+27,Archival Ibc,real,Ic,
1998bw,51123.4,3.1,,50931.0,192.4,0.5271232877,0.008499,5.33e+27,Archival Ibc,real,Ic,
1998bw,51179.2,1.1,,50931.0,248.2,0.68,0.008499,1.8900000000000001e+27,Archival Ibc,real,Ic,
1998bw,51251.0,0.6,,50931.0,320.0,0.8767123288,0.008499,1.03e+27,Archival Ibc,real,Ic,
1998bw,51721.0,0.3,,50931.0,790.0,2.164383562,0.008499,5.1599999999999996e+26,Archival Ibc,real,Ic,
IIavg,,,,,,0.02,,4.999999999999999e+25,II average,real,,
IIavg,,,,,,0.08,,4e+26,II average,real,,
IIavg,,,,,,0.5,,5e+26,II average,real,,
IIavg,,,,,,1.36,,2e+26,II average,real,,
IIavg,,,,,,3.5,,7.999999999999999e+25,II average,real,,
IIavg,,,,,,20.5,,1.9999999999999998e+25,II average,real,,
Ibcavg,,,,,,0.01,,1.2e+26,Ib/c average,real,,
Ibcavg,,,,,,0.03,,8.8e+26,Ib/c average,real,,
Ibcavg,,,,,,0.1,,1.3e+27,Ib/c average,real,,
Ibcavg,,,,,,0.5,,7.6e+26,Ib/c average,real,,
Ibcavg,,,,,,1.0,,2.3e+26,Ib/c average,real,,
IInavg,,,,,,1.15,,4.5000000000000005e+27,IIn average,real,,
IInavg,,,,,,1.89,,1.1000000000000002e+28,IIn average,real,,
IInavg,,,,,,3.139,,2.24e+28,IIn average,real,,
IInavg,,,,,,4.0,,3.5e+27,IIn average,real,,
IInavg,,,,,,10.5,,1.2000000000000001e+27,IIn average,real,,
GRB30,,,,,,0.01000400521,,2.5700000000000005e+27,grb30,real,,
GRB30,,,,,,0.01033174912,,3.01e+27,grb30,real,,
GRB30,,,,,,0.01067023286,,3.13e+27,grb30,real,,
GRB30,,,,,,0.01101980438,,3.68e+27,grb30,real,,
GRB30,,,,,,0.01138082707,,3.45e+27,grb30,real,,
GRB30,,,,,,0.01175367982,,4.0800000000000003e+27,grb30,real,,
GRB30,,,,,,0.01213874663,,3.98e+27,grb30,real,,
GRB30,,,,,,0.01253642959,,4.4800000000000005e+27,grb30,real,,
GRB30,,,,,,0.01294714107,,4.6200000000000006e+27,grb30,real,,
GRB30,,,,,,0.01337130633,,4.8200000000000004e+27,grb30,real,,
GRB30,,,,,,0.01380937125,,5.51e+27,grb30,real,,
GRB30,,,,,,0.0142617843,,5.360000000000001e+27,grb30,real,,
GRB30,,,,,,0.0147290197,,5.97e+27,grb30,real,,
GRB30,,,,,,0.01521156458,,5.9e+27,grb30,real,,
GRB30,,,,,,0.01570991636,,6.51e+27,grb30,real,,
GRB30,,,,,,0.01622459568,,6.520000000000001e+27,grb30,real,,
GRB30,,,,,,0.01675613603,,6.920000000000001e+27,grb30,real,,
GRB30,,,,,,0.01730509156,,7.39e+27,grb30,real,,
GRB30,,,,,,0.01787202928,,7.310000000000001e+27,grb30,real,,
GRB30,,,,,,0.01845754198,,7.590000000000001e+27,grb30,real,,
GRB30,,,,,,0.01906223792,,8.020000000000001e+27,grb30,real,,
GRB30,,,,,,0.01968674339,,8.570000000000001e+27,grb30,real,,
GRB30,,,,,,0.02033170788,,8.73e+27,grb30,real,,
GRB30,,,,,,0.0209978041,,9.360000000000001e+27,grb30,real,,
GRB30,,,,,,0.02168572018,,9.670000000000001e+27,grb30,real,,
GRB30,,,,,,0.02239617521,,9.750000000000001e+27,grb30,real,,
GRB30,,,,,,0.02312990631,,1.0300000000000001e+28,grb30,real,,
GRB30,,,,,,0.02388767381,,1.05e+28,grb30,real,,
GRB30,,,,,,0.02467026895,,1.09e+28,grb30,real,,
GRB30,,,,,,0.02547850101,,1.16e+28,grb30,real,,
GRB30,,,,,,0.02631319991,,1.2000000000000001e+28,grb30,real,,
GRB30,,,,,,0.02717527288,,1.1500000000000001e+28,grb30,real,,
GRB30,,,,,,0.02806556786,,1.23e+28,grb30,real,,
GRB30,,,,,,0.02898503847,,1.35e+28,grb30,real,,
GRB30,,,,,,0.02993463833,,1.28e+28,grb30,real,,
GRB30,,,,,,0.03091532107,,1.4e+28,grb30,real,,
GRB30,,,,,,0.03192816918,,1.36e+28,grb30,real,,
GRB30,,,,,,0.03297416204,,1.46e+28,grb30,real,,
GRB30,,,,,,0.03405445946,,1.5100000000000002e+28,grb30,real,,
GRB30,,,,,,0.03517011817,,1.5e+28,grb30,real,,
GRB30,,,,,,0.03632234951,,1.67e+28,grb30,real,,
GRB30,,,,,,0.0375123133,,1.67e+28,grb30,real,,
GRB30,,,,,,0.03874127244,,1.67e+28,grb30,real,,
GRB30,,,,,,0.04001048983,,1.79e+28,grb30,real,,
GRB30,,,,,,0.04132127991,,1.8800000000000001e+28,grb30,real,,
GRB30,,,,,,0.04267503447,,1.8800000000000001e+28,grb30,real,,
GRB30,,,,,,0.0440731195,,1.98e+28,grb30,real,,
GRB30,,,,,,0.04551702986,,1.98e+28,grb30,real,,
GRB30,,,,,,0.04700823464,,2.07e+28,grb30,real,,
GRB30,,,,,,0.04854828026,,2.22e+28,grb30,real,,
GRB30,,,,,,0.05013879045,,2.27e+28,grb30,real,,
GRB30,,,,,,0.05178141471,,2.29e+28,grb30,real,,
GRB30,,,,,,0.0534778541,,2.38e+28,grb30,real,,
GRB30,,,,,,0.05522986121,,2.4400000000000003e+28,grb30,real,,
GRB30,,,,,,0.05703926597,,2.55e+28,grb30,real,,
GRB30,,,,,,0.05890794984,,2.4500000000000002e+28,grb30,real,,
GRB30,,,,,,0.06083784585,,2.71e+28,grb30,real,,
GRB30,,,,,,0.06283099009,,2.68e+28,grb30,real,,
GRB30,,,,,,0.06488941868,,2.77e+28,grb30,real,,
GRB30,,,,,,0.06701529659,,2.9e+28,grb30,real,,
GRB30,,,,,,0.0692107888,,2.9300000000000003e+28,grb30,real,,
GRB30,,,,,,0.0714782407,,3.06e+28,grb30,real,,
GRB30,,,,,,0.07381997191,,3.06e+28,grb30,real,,
GRB30,,,,,,0.07623840513,,3.06e+28,grb30,real,,
GRB30,,,,,,0.07873609196,,3.3e+28,grb30,real,,
GRB30,,,,,,0.08131560974,,3.23e+28,grb30,real,,
GRB30,,,,,,0.08397961314,,3.3600000000000004e+28,grb30,real,,
GRB30,,,,,,0.08673091148,,3.4100000000000003e+28,grb30,real,,
GRB30,,,,,,0.08957233985,,3.48e+28,grb30,real,,
GRB30,,,,,,0.09250683643,,3.63e+28,grb30,real,,
GRB30,,,,,,0.09553749404,,3.6600000000000003e+28,grb30,real,,
GRB30,,,,,,0.09866743128,,3.78e+28,grb30,real,,
GRB30,,,,,,0.1018999214,,3.99e+28,grb30,real,,
GRB30,,,,,,0.1052383149,,4.0700000000000005e+28,grb30,real,,
GRB30,,,,,,0.1086860655,,4.16e+28,grb30,real,,
GRB30,,,,,,0.1122467815,,4.24e+28,grb30,real,,
GRB30,,,,,,0.1159241485,,4.2200000000000005e+28,grb30,real,,
GRB30,,,,,,0.119721981,,4.59e+28,grb30,real,,
GRB30,,,,,,0.1236442222,,4.43e+28,grb30,real,,
GRB30,,,,,,0.1276949961,,4.78e+28,grb30,real,,
GRB30,,,,,,0.131878452,,4.71e+28,grb30,real,,
GRB30,,,,,,0.1361989974,,5.01e+28,grb30,real,,
GRB30,,,,,,0.1406610652,,5.130000000000001e+28,grb30,real,,
GRB30,,,,,,0.1452693205,,5.27e+28,grb30,real,,
GRB30,,,,,,0.1500285313,,5.37e+28,grb30,real,,
GRB30,,,,,,0.154943672,,5.5300000000000005e+28,grb30,real,,
GRB30,,,,,,0.1600198456,,5.9600000000000006e+28,grb30,real,,
GRB30,,,,,,0.1652623359,,5.93e+28,grb30,real,,
GRB30,,,,,,0.1706765551,,6.340000000000001e+28,grb30,real,,
GRB30,,,,,,0.1762681478,,6.25e+28,grb30,real,,
GRB30,,,,,,0.1820429645,,6.65e+28,grb30,real,,
GRB30,,,,,,0.1880069331,,6.870000000000001e+28,grb30,real,,
GRB30,,,,,,0.1941663166,,6.88e+28,grb30,real,,
GRB30,,,,,,0.200527481,,7.700000000000001e+28,grb30,real,,
GRB30,,,,,,0.2070970244,,7.61e+28,grb30,real,,
GRB30,,,,,,0.2138818284,,7.71e+28,grb30,real,,
GRB30,,,,,,0.2208888774,,7.880000000000001e+28,grb30,real,,
GRB30,,,,,,0.2281255171,,8.240000000000001e+28,grb30,real,,
GRB30,,,,,,0.2355992216,,8.32e+28,grb30,real,,
GRB30,,,,,,0.2433178005,,8.640000000000001e+28,grb30,real,,
GRB30,,,,,,0.2512892176,,8.84e+28,grb30,real,,
GRB30,,,,,,0.2595219011,,9.150000000000001e+28,grb30,real,,
GRB30,,,,,,0.2680240725,,9.28e+28,grb30,real,,
GRB30,,,,,,0.2768048557,,9.39e+28,grb30,real,,
GRB30,,,,,,0.2858735293,,9.710000000000001e+28,grb30,real,,
GRB30,,,,,,0.2952391139,,9.79e+28,grb30,real,,
GRB30,,,,,,0.3049116612,,9.92e+28,grb30,real,,
GRB30,,,,,,0.3149009652,,1.01e+29,grb30,real,,
GRB30,,,,,,0.325217593,,1.01e+29,grb30,real,,
GRB30,,,,,,0.3358721118,,1.04e+29,grb30,real,,
GRB30,,,,,,0.3468756041,,1.04e+29,grb30,real,,
GRB30,,,,,,0.3582399258,,1.05e+29,grb30,real,,
GRB30,,,,,,0.3699761595,,1.06e+29,grb30,real,,
GRB30,,,,,,0.382097192,,1.07e+29,grb30,real,,
GRB30,,,,,,0.3946151368,,1.06e+29,grb30,real,,
GRB30,,,,,,0.4075433962,,1.08e+29,grb30,real,,
GRB30,,,,,,0.4208951146,,1.08e+29,grb30,real,,
GRB30,,,,,,0.4346842098,,1.06e+29,grb30,real,,
GRB30,,,,,,0.448925115,,1.06e+29,grb30,real,,
GRB30,,,,,,0.463632521,,1.06e+29,grb30,real,,
GRB30,,,,,,0.4788216343,,1.05e+29,grb30,real,,
GRB30,,,,,,0.4945086921,,1.04e+29,grb30,real,,
GRB30,,,,,,0.5107094164,,1.05e+29,grb30,real,,
GRB30,,,,,,0.5274410753,,1.05e+29,grb30,real,,
GRB30,,,,,,0.5447206794,,1.05e+29,grb30,real,,
GRB30,,,,,,0.5625665279,,1.06e+29,grb30,real,,
GRB30,,,,,,0.5809969201,,1.06e+29,grb30,real,,
GRB30,,,,,,0.600031186,,1.08e+29,grb30,real,,
GRB30,,,,,,0.6196891713,,1.09e+29,grb30,real,,
GRB30,,,,,,0.6399909793,,1.14e+29,grb30,real,,
GRB30,,,,,,0.660958002,,1.15e+29,grb30,real,,
GRB30,,,,,,0.6826118893,,1.23e+29,grb30,real,,
GRB30,,,,,,0.7049753218,,1.27e+29,grb30,real,,
GRB30,,,,,,0.728071238,,1.36e+29,grb30,real,,
GRB30,,,,,,0.751923865,,1.38e+29,grb30,real,,
GRB30,,,,,,0.7765579453,,1.48e+29,grb30,real,,
GRB30,,,,,,0.8019989948,,1.57e+29,grb30,real,,
GRB30,,,,,,0.828273818,,1.62e+29,grb30,real,,
GRB30,,,,,,0.8554092192,,1.73e+29,grb30,real,,
GRB30,,,,,,0.8834335494,,1.79e+29,grb30,real,,
GRB30,,,,,,0.9123759327,,1.89e+29,grb30,real,,
GRB30,,,,,,0.9422667818,,1.9500000000000002e+29,grb30,real,,
GRB30,,,,,,0.9731367672,,1.9900000000000002e+29,grb30,real,,
GRB30,,,,,,1.005018106,,2.07e+29,grb30,real,,
GRB30,,,,,,1.037943788,,2.0100000000000002e+29,grb30,real,,
GRB30,,,,,,1.07194835,,2.09e+29,grb30,real,,
GRB30,,,,,,1.107066844,,2.16e+29,grb30,real,,
GRB30,,,,,,1.143335868,,2.15e+29,grb30,real,,
GRB30,,,,,,1.180793309,,2.15e+29,grb30,real,,
GRB30,,,,,,1.219477828,,2.22e+29,grb30,real,,
GRB30,,,,,,1.259429632,,2.19e+29,grb30,real,,
GRB30,,,,,,1.300690215,,2.22e+29,grb30,real,,
GRB30,,,,,,1.34330262,,2.21e+29,grb30,real,,
GRB30,,,,,,1.387311177,,2.2e+29,grb30,real,,
GRB30,,,,,,1.432761505,,2.15e+29,grb30,real,,
GRB30,,,,,,1.479700769,,2.12e+29,grb30,real,,
GRB30,,,,,,1.528177683,,2.05e+29,grb30,real,,
GRB30,,,,,,1.578243019,,1.9900000000000002e+29,grb30,real,,
GRB30,,,,,,1.629948582,,1.9e+29,grb30,real,,
GRB30,,,,,,1.683347981,,1.82e+29,grb30,real,,
GRB30,,,,,,1.73849663,,1.71e+29,grb30,real,,
GRB30,,,,,,1.795452261,,1.63e+29,grb30,real,,
GRB30,,,,,,1.854273895,,1.5e+29,grb30,real,,
GRB30,,,,,,1.915022359,,1.41e+29,grb30,real,,
GRB30,,,,,,1.977761311,,1.3e+29,grb30,real,,
GRB30,,,,,,2.042555445,,1.2e+29,grb30,real,,
GRB30,,,,,,2.109472545,,1.11e+29,grb30,real,,
GRB30,,,,,,2.178581683,,1.01e+29,grb30,real,,
GRB30,,,,,,2.249955283,,9.19e+28,grb30,real,,
GRB30,,,,,,2.3236668,,8.33e+28,grb30,real,,
GRB30,,,,,,2.399793554,,7.61e+28,grb30,real,,
GRB30,,,,,,2.478414155,,6.870000000000001e+28,grb30,real,,
GRB30,,,,,,2.559610304,,6.17e+28,grb30,real,,
GRB30,,,,,,2.643467055,,5.64e+28,grb30,real,,
GRB30,,,,,,2.730071264,,5.1e+28,grb30,real,,
GRB30,,,,,,2.819510561,,4.58e+28,grb30,real,,
GRB30,,,,,,2.911882885,,4.14e+28,grb30,real,,
GRB30,,,,,,3.007281022,,3.77e+28,grb30,real,,
GRB30,,,,,,3.10580291,,3.39e+28,grb30,real,,
GRB30,,,,,,3.207554221,,3.09e+28,grb30,real,,
GRB30,,,,,,3.312638049,,2.8e+28,grb30,real,,
GRB30,,,,,,3.421162644,,2.55e+28,grb30,real,,
GRB30,,,,,,3.533246562,,2.33e+28,grb30,real,,
GRB30,,,,,,3.649000631,,2.12e+28,grb30,real,,
GRB30,,,,,,3.768545986,,1.94e+28,grb30,real,,
GRB30,,,,,,3.892008918,,1.7800000000000002e+28,grb30,real,,
GRB30,,,,,,4.019518293,,1.63e+28,grb30,real,,
GRB30,,,,,,4.151202979,,1.5100000000000002e+28,grb30,real,,
GRB30,,,,,,4.287202155,,1.38e+28,grb30,real,,
GRB30,,,,,,4.427654996,,1.28e+28,grb30,real,,
GRB30,,,,,,4.572710989,,1.18e+28,grb30,real,,
GRB30,,,,,,4.72251962,,1.1000000000000002e+28,grb30,real,,
GRB30,,,,,,4.877238109,,1.02e+28,grb30,real,,
GRB30,,,,,,5.037021096,,9.48e+27,grb30,real,,
GRB30,,,,,,5.202041263,,8.84e+27,grb30,real,,
GRB30,,,,,,5.372468717,,8.230000000000001e+27,grb30,real,,
GRB30,,,,,,5.548478718,,7.700000000000001e+27,grb30,real,,
GRB30,,,,,,5.730254256,,7.230000000000001e+27,grb30,real,,
GRB30,,,,,,5.917986057,,6.740000000000001e+27,grb30,real,,
GRB30,,,,,,6.111867421,,6.340000000000001e+27,grb30,real,,
GRB30,,,,,,6.312099383,,5.98e+27,grb30,real,,
GRB30,,,,,,6.518893285,,5.600000000000001e+27,grb30,real,,
GRB30,,,,,,6.73246047,,5.290000000000001e+27,grb30,real,,
GRB30,,,,,,6.953025168,,5.000000000000001e+27,grb30,real,,
GRB30,,,,,,7.180816763,,4.7100000000000005e+27,grb30,real,,
GRB30,,,,,,7.416069795,,4.4700000000000003e+27,grb30,real,,
GRB30,,,,,,7.659031689,,4.2300000000000006e+27,grb30,real,,
GRB30,,,,,,7.909952448,,4.0200000000000005e+27,grb30,real,,
GRB30,,,,,,8.169092385,,3.8100000000000005e+27,grb30,real,,
GRB30,,,,,,8.4367247,,3.64e+27,grb30,real,,
GRB30,,,,,,8.713122592,,3.45e+27,grb30,real,,
GRB30,,,,,,8.998577301,,3.3000000000000003e+27,grb30,real,,
GRB30,,,,,,9.293382647,,3.15e+27,grb30,real,,
GRB30,,,,,,9.59784791,,3.02e+27,grb30,real,,
GRB30,,,,,,9.912287529,,2.8900000000000004e+27,grb30,real,,
GRB30,,,,,,10.23702625,,2.7700000000000003e+27,grb30,real,,
GRB30,,,,,,10.57240686,,2.6600000000000004e+27,grb30,real,,
GRB30,,,,,,10.91877473,,2.56e+27,grb30,real,,
GRB30,,,,,,11.2764881,,2.4600000000000003e+27,grb30,real,,
GRB30,,,,,,11.64592069,,2.37e+27,grb30,real,,
GRB30,,,,,,12.02745912,,2.29e+27,grb30,real,,
GRB30,,,,,,12.42149512,,2.2000000000000001e+27,grb30,real,,
GRB30,,,,,,12.82844109,,2.13e+27,grb30,real,,
GRB30,,,,,,13.2487197,,2.06e+27,grb30,real,,
GRB30,,,,,,13.68276395,,1.99e+27,grb30,real,,
GRB30,,,,,,14.13103262,,1.9300000000000003e+27,grb30,real,,
GRB30,,,,,,14.59398446,,1.8700000000000002e+27,grb30,real,,
GRB30,,,,,,15.07210402,,1.82e+27,grb30,real,,
GRB30,,,,,,15.56588616,,1.7700000000000003e+27,grb30,real,,
GRB30,,,,,,16.07584634,,1.7200000000000002e+27,grb30,real,,
GRB30,,,,,,16.6025155,,1.68e+27,grb30,real,,
GRB30,,,,,,17.14643745,,1.6400000000000002e+27,grb30,real,,
GRB30,,,,,,17.70817665,,1.61e+27,grb30,real,,
GRB30,,,,,,18.2883233,,1.5800000000000001e+27,grb30,real,,
GRB30,,,,,,18.88747278,,1.5500000000000003e+27,grb30,real,,
GRB30,,,,,,19.50625395,,1.53e+27,grb30,real,,
GRB30,,,,,,20.145306,,1.51e+27,grb30,real,,
GRB30,,,,,,20.80529388,,1.5000000000000002e+27,grb30,real,,
GRB30,,,,,,21.48690576,,1.4800000000000002e+27,grb30,real,,
GRB30,,,,,,22.19084782,,1.4700000000000003e+27,grb30,real,,
GRB30,,,,,,22.91784946,,1.4700000000000003e+27,grb30,real,,
GRB30,,,,,,23.66867099,,1.4700000000000003e+27,grb30,real,,
GRB30,,,,,,24.44409077,,1.4700000000000003e+27,grb30,real,,
GRB30,,,,,,25.24491295,,1.4800000000000002e+27,grb30,real,,
GRB30,,,,,,26.07195969,,1.4900000000000002e+27,grb30,real,,
