SN,mjd obs,flux (mJy),RMS(mJy),mjd exp date,dt (days),dt (years),redshift,Luminosity,classification,status,type,rms(lum)
GRB30,,,,,,26.92612018,,1.4900000000000002e+27,grb30,real,,
GRB30,,,,,,27.80827073,,1.4900000000000002e+27,grb30,real,,
GRB30,,,,,,28.71931339,,1.5000000000000002e+27,grb30,real,,
GRB30,,,,,,29.66017603,,1.4900000000000002e+27,grb30,real,,
GRB30,,,,,,30.63188959,,1.4800000000000002e+27,grb30,real,,
GRB30,,,,,,31.63543345,,1.46e+27,grb30,real,,
GRB30,,,,,,32.67186433,,1.43e+27,grb30,real,,
GRB30,,,,,,33.74223895,,1.39e+27,grb30,real,,
GRB30,,,,,,34.84769134,,1.3500000000000001e+27,grb30,real,,
GRB30,,,,,,35.98932976,,1.31e+27,grb30,real,,
GRB30,,,,,,37.16839135,,1.2600000000000002e+27,grb30,real,,
GRB30,,,,,,38.38608745,,1.2100000000000001e+27,grb30,real,,
GRB30,,,,,,39.64368098,,1.1600000000000001e+27,grb30,real,,
GRB30,,,,,,40.9424606,,1.11e+27,grb30,real,,
GRB60,,,,,,0.1018999214,,7.059999999999999e+25,grb60,real,,
GRB60,,,,,,0.1052383149,,7.599999999999999e+25,grb60,real,,
GRB60,,,,,,0.1086860655,,8.1e+25,grb60,real,,
GRB60,,,,,,0.1122467815,,8.989999999999998e+25,grb60,real,,
GRB60,,,,,,0.1159241485,,9.389999999999999e+25,grb60,real,,
GRB60,,,,,,0.119721981,,1.0199999999999999e+26,grb60,real,,
GRB60,,,,,,0.1236442222,,1.09e+26,grb60,real,,
GRB60,,,,,,0.1276949961,,1.15e+26,grb60,real,,
GRB60,,,,,,0.131878452,,1.21e+26,grb60,real,,
GRB60,,,,,,0.1361989974,,1.31e+26,grb60,real,,
GRB60,,,,,,0.1406610652,,1.37e+26,grb60,real,,
GRB60,,,,,,0.1452693205,,1.47e+26,grb60,real,,
GRB60,,,,,,0.1500285313,,1.52e+26,grb60,real,,
GRB60,,,,,,0.154943672,,1.5999999999999998e+26,grb60,real,,
GRB60,,,,,,0.1600198456,,1.6699999999999998e+26,grb60,real,,
GRB60,,,,,,0.1652623359,,1.79e+26,grb60,real,,
GRB60,,,,,,0.1706765551,,1.85e+26,grb60,real,,
GRB60,,,,,,0.1762681478,,1.97e+26,grb60,real,,
GRB60,,,,,,0.1820429645,,2.02e+26,grb60,real,,
GRB60,,,,,,0.1880069331,,2.12e+26,grb60,real,,
GRB60,,,,,,0.1941663166,,2.24e+26,grb60,real,,
GRB60,,,,,,0.200527481,,2.35e+26,grb60,real,,
GRB60,,,,,,0.2070970244,,2.45e+26,grb60,real,,
GRB60,,,,,,0.2138818284,,2.59e+26,grb60,real,,
GRB60,,,,,,0.2208888774,,2.72e+26,grb60,real,,
GRB60,,,,,,0.2281255171,,2.84e+26,grb60,real,,
GRB60,,,,,,0.2355992216,,2.9499999999999998e+26,grb60,real,,
GRB60,,,,,,0.2433178005,,3.09e+26,grb60,real,,
GRB60,,,,,,0.2512892176,,3.26e+26,grb60,real,,
GRB60,,,,,,0.2595219011,,3.38e+26,grb60,real,,
GRB60,,,,,,0.2680240725,,3.49e+26,grb60,real,,
GRB60,,,,,,0.2768048557,,3.67e+26,grb60,real,,
GRB60,,,,,,0.2858735293,,3.83e+26,grb60,real,,
GRB60,,,,,,0.2952391139,,4.02e+26,grb60,real,,
GRB60,,,,,,0.3049116612,,4.17e+26,grb60,real,,
GRB60,,,,,,0.3149009652,,4.36e+26,grb60,real,,
GRB60,,,,,,0.325217593,,4.6e+26,grb60,real,,
GRB60,,,,,,0.3358721118,,4.8e+26,grb60,real,,
GRB60,,,,,,0.3468756041,,5.03e+26,grb60,real,,
GRB60,,,,,,0.3582399258,,5.28e+26,grb60,real,,
GRB60,,,,,,0.3699761595,,5.51e+26,grb60,real,,
GRB60,,,,,,0.382097192,,5.78e+26,grb60,real,,
GRB60,,,,,,0.3946151368,,6.05e+26,grb60,real,,
GRB60,,,,,,0.4075433962,,6.399999999999999e+26,grb60,real,,
GRB60,,,,,,0.4208951146,,6.71e+26,grb60,real,,
GRB60,,,,,,0.4346842098,,7.04e+26,grb60,real,,
GRB60,,,,,,0.448925115,,7.38e+26,grb60,real,,
GRB60,,,,,,0.463632521,,7.759999999999999e+26,grb60,real,,
GRB60,,,,,,0.4788216343,,8.14e+26,grb60,real,,
GRB60,,,,,,0.4945086921,,8.629999999999999e+26,grb60,real,,
GRB60,,,,,,0.5107094164,,8.92e+26,grb60,real,,
GRB60,,,,,,0.5274410753,,9.35e+26,grb60,real,,
GRB60,,,,,,0.5447206794,,9.81e+26,grb60,real,,
GRB60,,,,,,0.5625665279,,1.03e+27,grb60,real,,
GRB60,,,,,,0.5809969201,,1.0800000000000001e+27,grb60,real,,
GRB60,,,,,,0.600031186,,1.1200000000000001e+27,grb60,real,,
GRB60,,,,,,0.6196891713,,1.1700000000000001e+27,grb60,real,,
GRB60,,,,,,0.6399909793,,1.22e+27,grb60,real,,
GRB60,,,,,,0.660958002,,1.2700000000000002e+27,grb60,real,,
GRB60,,,,,,0.6826118893,,1.3200000000000002e+27,grb60,real,,
GRB60,,,,,,0.7049753218,,1.39e+27,grb60,real,,
GRB60,,,,,,0.728071238,,1.44e+27,grb60,real,,
GRB60,,,,,,0.751923865,,1.52e+27,grb60,real,,
GRB60,,,,,,0.7765579453,,1.6e+27,grb60,real,,
GRB60,,,,,,0.8019989948,,1.6600000000000001e+27,grb60,real,,
GRB60,,,,,,0.828273818,,1.74e+27,grb60,real,,
GRB60,,,,,,0.8554092192,,1.82e+27,grb60,real,,
GRB60,,,,,,0.8834335494,,1.8800000000000002e+27,grb60,real,,
GRB60,,,,,,0.9123759327,,1.97e+27,grb60,real,,
GRB60,,,,,,0.9422667818,,2.07e+27,grb60,real,,
GRB60,,,,,,0.9731367672,,2.1500000000000003e+27,grb60,real,,
GRB60,,,,,,1.005018106,,2.2700000000000002e+27,grb60,real,,
GRB60,,,,,,1.037943788,,2.37e+27,grb60,real,,
GRB60,,,,,,1.07194835,,2.5000000000000004e+27,grb60,real,,
GRB60,,,,,,1.107066844,,2.62e+27,grb60,real,,
GRB60,,,,,,1.143335868,,2.7300000000000005e+27,grb60,real,,
GRB60,,,,,,1.180793309,,2.8900000000000004e+27,grb60,real,,
GRB60,,,,,,1.219477828,,3.0300000000000005e+27,grb60,real,,
GRB60,,,,,,1.259429632,,3.18e+27,grb60,real,,
GRB60,,,,,,1.300690215,,3.34e+27,grb60,real,,
GRB60,,,,,,1.34330262,,3.5300000000000004e+27,grb60,real,,
GRB60,,,,,,1.387311177,,3.68e+27,grb60,real,,
GRB60,,,,,,1.432761505,,3.87e+27,grb60,real,,
GRB60,,,,,,1.479700769,,4.05e+27,grb60,real,,
GRB60,,,,,,1.528177683,,4.2200000000000004e+27,grb60,real,,
GRB60,,,,,,1.578243019,,4.4100000000000005e+27,grb60,real,,
GRB60,,,,,,1.629948582,,4.6300000000000003e+27,grb60,real,,
GRB60,,,,,,1.683347981,,4.7500000000000004e+27,grb60,real,,
GRB60,,,,,,1.73849663,,5.010000000000001e+27,grb60,real,,
GRB60,,,,,,1.795452261,,5.17e+27,grb60,real,,
GRB60,,,,,,1.854273895,,5.350000000000001e+27,grb60,real,,
GRB60,,,,,,1.915022359,,5.51e+27,grb60,real,,
GRB60,,,,,,1.977761311,,5.63e+27,grb60,real,,
GRB60,,,,,,2.042555445,,5.83e+27,grb60,real,,
GRB60,,,,,,2.109472545,,5.920000000000001e+27,grb60,real,,
GRB60,,,,,,2.178581683,,6.04e+27,grb60,real,,
GRB60,,,,,,2.249955283,,6.19e+27,grb60,real,,
GRB60,,,,,,2.3236668,,6.250000000000001e+27,grb60,real,,
GRB60,,,,,,2.399793554,,6.320000000000001e+27,grb60,real,,
GRB60,,,,,,2.478414155,,6.36e+27,grb60,real,,
GRB60,,,,,,2.559610304,,6.36e+27,grb60,real,,
GRB60,,,,,,2.643467055,,6.37e+27,grb60,real,,
GRB60,,,,,,2.730071264,,6.37e+27,grb60,real,,
GRB60,,,,,,2.819510561,,6.410000000000001e+27,grb60,real,,
GRB60,,,,,,2.911882885,,6.47e+27,grb60,real,,
GRB60,,,,,,3.007281022,,6.560000000000001e+27,grb60,real,,
GRB60,,,,,,3.10580291,,6.730000000000001e+27,grb60,real,,
GRB60,,,,,,3.207554221,,6.940000000000001e+27,grb60,real,,
GRB60,,,,,,3.312638049,,7.18e+27,grb60,real,,
GRB60,,,,,,3.421162644,,7.400000000000001e+27,grb60,real,,
GRB60,,,,,,3.533246562,,7.760000000000001e+27,grb60,real,,
GRB60,,,,,,3.649000631,,8.180000000000001e+27,grb60,real,,
GRB60,,,,,,3.768545986,,8.680000000000001e+27,grb60,real,,
GRB60,,,,,,3.892008918,,9.260000000000001e+27,grb60,real,,
GRB60,,,,,,4.019518293,,9.850000000000001e+27,grb60,real,,
GRB60,,,,,,4.151202979,,1.04e+28,grb60,real,,
GRB60,,,,,,4.287202155,,1.09e+28,grb60,real,,
GRB60,,,,,,4.427654996,,1.13e+28,grb60,real,,
GRB60,,,,,,4.572710989,,1.18e+28,grb60,real,,
GRB60,,,,,,4.72251962,,1.2200000000000002e+28,grb60,real,,
GRB60,,,,,,4.877238109,,1.26e+28,grb60,real,,
GRB60,,,,,,5.037021096,,1.3e+28,grb60,real,,
GRB60,,,,,,5.202041263,,1.34e+28,grb60,real,,
GRB60,,,,,,5.372468717,,1.38e+28,grb60,real,,
GRB60,,,,,,5.548478718,,1.41e+28,grb60,real,,
GRB60,,,,,,5.730254256,,1.4400000000000002e+28,grb60,real,,
GRB60,,,,,,5.917986057,,1.47e+28,grb60,real,,
GRB60,,,,,,6.111867421,,1.48e+28,grb60,real,,
GRB60,,,,,,6.312099383,,1.4900000000000001e+28,grb60,real,,
GRB60,,,,,,6.518893285,,1.48e+28,grb60,real,,
GRB60,,,,,,6.73246047,,1.47e+28,grb60,real,,
GRB60,,,,,,6.953025168,,1.43e+28,grb60,real,,
GRB60,,,,,,7.180816763,,1.3900000000000002e+28,grb60,real,,
GRB60,,,,,,7.416069795,,1.35e+28,grb60,real,,
GRB60,,,,,,7.659031689,,1.28e+28,grb60,real,,
GRB60,,,,,,7.909952448,,1.2200000000000002e+28,grb60,real,,
GRB60,,,,,,8.169092385,,1.14e+28,grb60,real,,
GRB60,,,,,,8.4367247,,1.07e+28,grb60,real,,
GRB60,,,,,,8.713122592,,1e+28,grb60,real,,
GRB60,,,,,,8.998577301,,9.3e+27,grb60,real,,
GRB60,,,,,,9.293382647,,8.610000000000001e+27,grb60,real,,
GRB60,,,,,,9.59784791,,7.970000000000001e+27,grb60,real,,
GRB60,,,,,,9.912287529,,7.370000000000001e+27,grb60,real,,
GRB60,,,,,,10.23702625,,6.79e+27,grb60,real,,
GRB60,,,,,,10.57240686,,6.29e+27,grb60,real,,
GRB60,,,,,,10.91877473,,5.83e+27,grb60,real,,
GRB60,,,,,,11.2764881,,5.42e+27,grb60,real,,
GRB60,,,,,,11.64592069,,5.040000000000001e+27,grb60,real,,
GRB60,,,,,,12.02745912,,4.7100000000000005e+27,grb60,real,,
GRB60,,,,,,12.42149512,,4.42e+27,grb60,real,,
GRB60,,,,,,12.82844109,,4.1500000000000003e+27,grb60,real,,
GRB60,,,,,,13.2487197,,3.91e+27,grb60,real,,
GRB60,,,,,,13.68276395,,3.71e+27,grb60,real,,
GRB60,,,,,,14.13103262,,3.5300000000000004e+27,grb60,real,,
GRB60,,,,,,14.59398446,,3.36e+27,grb60,real,,
GRB60,,,,,,15.07210402,,3.22e+27,grb60,real,,
GRB60,,,,,,15.56588616,,3.1000000000000005e+27,grb60,real,,
GRB60,,,,,,16.07584634,,2.99e+27,grb60,real,,
GRB60,,,,,,16.6025155,,2.9e+27,grb60,real,,
GRB60,,,,,,17.14643745,,2.81e+27,grb60,real,,
GRB60,,,,,,17.70817665,,2.74e+27,grb60,real,,
GRB60,,,,,,18.2883233,,2.69e+27,grb60,real,,
GRB60,,,,,,18.88747278,,2.6400000000000005e+27,grb60,real,,
GRB60,,,,,,19.50625395,,2.6e+27,grb60,real,,
GRB60,,,,,,20.145306,,2.5700000000000005e+27,grb60,real,,
GRB60,,,,,,20.80529388,,2.5400000000000003e+27,grb60,real,,
GRB60,,,,,,21.48690576,,2.51e+27,grb60,real,,
GRB60,,,,,,22.19084782,,2.48e+27,grb60,real,,
GRB60,,,,,,22.91784946,,2.44e+27,grb60,real,,
GRB60,,,,,,23.66867099,,2.3900000000000003e+27,grb60,real,,
GRB60,,,,,,24.44409077,,2.3300000000000002e+27,grb60,real,,
GRB60,,,,,,25.24491295,,2.2600000000000002e+27,grb60,real,,
GRB60,,,,,,26.07195969,,2.1900000000000002e+27,grb60,real,,
GRB60,,,,,,26.92612018,,2.1100000000000002e+27,grb60,real,,
GRB60,,,,,,27.80827073,,2.0200000000000002e+27,grb60,real,,
GRB60,,,,,,28.71931339,,1.9300000000000003e+27,grb60,real,,
GRB60,,,,,,29.66017603,,1.84e+27,grb60,real,,
GRB60,,,,,,30.63188959,,1.75e+27,grb60,real,,
GRB60,,,,,,31.63543345,,1.6600000000000001e+27,grb60,real,,
GRB60,,,,,,32.67186433,,1.5700000000000002e+27,grb60,real,,
GRB60,,,,,,33.74223895,,1.4900000000000002e+27,grb60,real,,
GRB60,,,,,,34.84769134,,1.4100000000000002e+27,grb60,real,,
GRB60,,,,,,35.98932976,,1.3400000000000002e+27,grb60,real,,
GRB60,,,,,,37.16839135,,1.2700000000000002e+27,grb60,real,,
GRB60,,,,,,38.38608745,,1.2000000000000001e+27,grb60,real,,
GRB60,,,,,,39.64368098,,1.14e+27,grb60,real,,
GRB60,,,,,,40.9424606,,1.0800000000000001e+27,grb60,real,,
GRB90,,,,,,0.463632521,,3.9999999999999995e+25,grb90,real,,
GRB90,,,,,,0.4788216343,,4.2499999999999995e+25,grb90,real,,
GRB90,,,,,,0.4945086921,,4.5199999999999995e+25,grb90,real,,
GRB90,,,,,,0.5107094164,,4.8e+25,grb90,real,,
GRB90,,,,,,0.5274410753,,5.11e+25,grb90,real,,
GRB90,,,,,,0.5447206794,,5.399999999999999e+25,grb90,real,,
GRB90,,,,,,0.5625665279,,5.749999999999999e+25,grb90,real,,
GRB90,,,,,,0.5809969201,,6.079999999999999e+25,grb90,real,,
GRB90,,,,,,0.600031186,,6.459999999999999e+25,grb90,real,,
GRB90,,,,,,0.6196891713,,6.849999999999999e+25,grb90,real,,
GRB90,,,,,,0.6399909793,,7.2399999999999995e+25,grb90,real,,
GRB90,,,,,,0.660958002,,7.67e+25,grb90,real,,
GRB90,,,,,,0.6826118893,,8.14e+25,grb90,real,,
GRB90,,,,,,0.7049753218,,8.6e+25,grb90,real,,
GRB90,,,,,,0.728071238,,9.09e+25,grb90,real,,
GRB90,,,,,,0.751923865,,9.619999999999999e+25,grb90,real,,
GRB90,,,,,,0.7765579453,,1.0199999999999999e+26,grb90,real,,
GRB90,,,,,,0.8019989948,,1.0699999999999999e+26,grb90,real,,
GRB90,,,,,,0.828273818,,1.14e+26,grb90,real,,
GRB90,,,,,,0.8554092192,,1.2e+26,grb90,real,,
GRB90,,,,,,0.8834335494,,1.27e+26,grb90,real,,
GRB90,,,,,,0.9123759327,,1.35e+26,grb90,real,,
GRB90,,,,,,0.9422667818,,1.42e+26,grb90,real,,
GRB90,,,,,,0.9731367672,,1.51e+26,grb90,real,,
GRB90,,,,,,1.005018106,,1.5999999999999998e+26,grb90,real,,
GRB90,,,,,,1.037943788,,1.68e+26,grb90,real,,
GRB90,,,,,,1.07194835,,1.79e+26,grb90,real,,
GRB90,,,,,,1.107066844,,1.9e+26,grb90,real,,
GRB90,,,,,,1.143335868,,2.01e+26,grb90,real,,
GRB90,,,,,,1.180793309,,2.13e+26,grb90,real,,
GRB90,,,,,,1.219477828,,2.26e+26,grb90,real,,
GRB90,,,,,,1.259429632,,2.39e+26,grb90,real,,
GRB90,,,,,,1.300690215,,2.53e+26,grb90,real,,
GRB90,,,,,,1.34330262,,2.69e+26,grb90,real,,
GRB90,,,,,,1.387311177,,2.8499999999999998e+26,grb90,real,,
GRB90,,,,,,1.432761505,,3.01e+26,grb90,real,,
GRB90,,,,,,1.479700769,,3.1999999999999996e+26,grb90,real,,
GRB90,,,,,,1.528177683,,3.38e+26,grb90,real,,
GRB90,,,,,,1.578243019,,3.58e+26,grb90,real,,
GRB90,,,,,,1.629948582,,3.77e+26,grb90,real,,
GRB90,,,,,,1.683347981,,3.98e+26,grb90,real,,
GRB90,,,,,,1.73849663,,4.22e+26,grb90,real,,
GRB90,,,,,,1.795452261,,4.46e+26,grb90,real,,
GRB90,,,,,,1.854273895,,4.72e+26,grb90,real,,
GRB90,,,,,,1.915022359,,4.99e+26,grb90,real,,
GRB90,,,,,,1.977761311,,5.27e+26,grb90,real,,
GRB90,,,,,,2.042555445,,5.57e+26,grb90,real,,
GRB90,,,,,,2.109472545,,5.88e+26,grb90,real,,
GRB90,,,,,,2.178581683,,6.2e+26,grb90,real,,
GRB90,,,,,,2.249955283,,6.58e+26,grb90,real,,
GRB90,,,,,,2.3236668,,6.93e+26,grb90,real,,
GRB90,,,,,,2.399793554,,7.31e+26,grb90,real,,
GRB90,,,,,,2.478414155,,7.75e+26,grb90,real,,
GRB90,,,,,,2.559610304,,8.17e+26,grb90,real,,
GRB90,,,,,,2.643467055,,8.61e+26,grb90,real,,
GRB90,,,,,,2.730071264,,9.13e+26,grb90,real,,
GRB90,,,,,,2.819510561,,9.639999999999999e+26,grb90,real,,
GRB90,,,,,,2.911882885,,1.0100000000000001e+27,grb90,real,,
GRB90,,,,,,3.007281022,,1.07e+27,grb90,real,,
GRB90,,,,,,3.10580291,,1.1300000000000001e+27,grb90,real,,
GRB90,,,,,,3.207554221,,1.1900000000000002e+27,grb90,real,,
GRB90,,,,,,3.312638049,,1.2600000000000002e+27,grb90,real,,
GRB90,,,,,,3.421162644,,1.3300000000000002e+27,grb90,real,,
GRB90,,,,,,3.533246562,,1.4100000000000002e+27,grb90,real,,
GRB90,,,,,,3.649000631,,1.5000000000000002e+27,grb90,real,,
GRB90,,,,,,3.768545986,,1.5800000000000001e+27,grb90,real,,
GRB90,,,,,,3.892008918,,1.67e+27,grb90,real,,
GRB90,,,,,,4.019518293,,1.7700000000000003e+27,grb90,real,,
GRB90,,,,,,4.151202979,,1.8500000000000003e+27,grb90,real,,
GRB90,,,,,,4.287202155,,1.9400000000000002e+27,grb90,real,,
GRB90,,,,,,4.427654996,,2.06e+27,grb90,real,,
GRB90,,,,,,4.572710989,,2.13e+27,grb90,real,,
GRB90,,,,,,4.72251962,,2.22e+27,grb90,real,,
GRB90,,,,,,4.877238109,,2.3300000000000002e+27,grb90,real,,
GRB90,,,,,,5.037021096,,2.3900000000000003e+27,grb90,real,,
GRB90,,,,,,5.202041263,,2.4700000000000003e+27,grb90,real,,
GRB90,,,,,,5.372468717,,2.56e+27,grb90,real,,
GRB90,,,,,,5.548478718,,2.6100000000000003e+27,grb90,real,,
GRB90,,,,,,5.730254256,,2.65e+27,grb90,real,,
GRB90,,,,,,5.917986057,,2.7300000000000005e+27,grb90,real,,
GRB90,,,,,,6.111867421,,2.7500000000000004e+27,grb90,real,,
GRB90,,,,,,6.312099383,,2.78e+27,grb90,real,,
GRB90,,,,,,6.518893285,,2.85e+27,grb90,real,,
GRB90,,,,,,6.73246047,,2.86e+27,grb90,real,,
GRB90,,,,,,6.953025168,,2.9100000000000004e+27,grb90,real,,
GRB90,,,,,,7.180816763,,3.0000000000000003e+27,grb90,real,,
GRB90,,,,,,7.416069795,,3.0500000000000004e+27,grb90,real,,
GRB90,,,,,,7.659031689,,3.13e+27,grb90,real,,
GRB90,,,,,,7.909952448,,3.27e+27,grb90,real,,
GRB90,,,,,,8.169092385,,3.36e+27,grb90,real,,
GRB90,,,,,,8.4367247,,3.52e+27,grb90,real,,
GRB90,,,,,,8.713122592,,3.7200000000000005e+27,grb90,real,,
GRB90,,,,,,8.998577301,,3.87e+27,grb90,real,,
GRB90,,,,,,9.293382647,,4.05e+27,grb90,real,,
GRB90,,,,,,9.59784791,,4.2700000000000005e+27,grb90,real,,
GRB90,,,,,,9.912287529,,4.4100000000000005e+27,grb90,real,,
GRB90,,,,,,10.23702625,,4.6000000000000007e+27,grb90,real,,
GRB90,,,,,,10.57240686,,4.8400000000000004e+27,grb90,real,,
GRB90,,,,,,10.91877473,,5.000000000000001e+27,grb90,real,,
GRB90,,,,,,11.2764881,,5.210000000000001e+27,grb90,real,,
GRB90,,,,,,11.64592069,,5.460000000000001e+27,grb90,real,,
GRB90,,,,,,12.02745912,,5.640000000000001e+27,grb90,real,,
GRB90,,,,,,12.42149512,,5.860000000000001e+27,grb90,real,,
GRB90,,,,,,12.82844109,,6.100000000000001e+27,grb90,real,,
GRB90,,,,,,13.2487197,,6.22e+27,grb90,real,,
GRB90,,,,,,13.68276395,,6.350000000000001e+27,grb90,real,,
GRB90,,,,,,14.13103262,,6.460000000000001e+27,grb90,real,,
GRB90,,,,,,14.59398446,,6.44e+27,grb90,real,,
GRB90,,,,,,15.07210402,,6.4e+27,grb90,real,,
GRB90,,,,,,15.56588616,,6.36e+27,grb90,real,,
GRB90,,,,,,16.07584634,,6.140000000000001e+27,grb90,real,,
GRB90,,,,,,16.6025155,,5.950000000000001e+27,grb90,real,,
GRB90,,,,,,17.14643745,,5.750000000000001e+27,grb90,real,,
GRB90,,,,,,17.70817665,,5.42e+27,grb90,real,,
GRB90,,,,,,18.2883233,,5.13e+27,grb90,real,,
GRB90,,,,,,18.88747278,,4.8700000000000005e+27,grb90,real,,
GRB90,,,,,,19.50625395,,4.5200000000000004e+27,grb90,real,,
GRB90,,,,,,20.145306,,4.2300000000000006e+27,grb90,real,,
GRB90,,,,,,20.80529388,,3.9900000000000004e+27,grb90,real,,
GRB90,,,,,,21.48690576,,3.6700000000000004e+27,grb90,real,,
GRB90,,,,,,22.19084782,,3.43e+27,grb90,real,,
GRB90,,,,,,22.91784946,,3.2400000000000006e+27,grb90,real,,
GRB90,,,,,,23.66867099,,2.97e+27,grb90,real,,
GRB90,,,,,,24.44409077,,2.79e+27,grb90,real,,
GRB90,,,,,,25.24491295,,2.6400000000000005e+27,grb90,real,,
GRB90,,,,,,26.07195969,,2.4200000000000002e+27,grb90,real,,
GRB90,,,,,,26.92612018,,2.28e+27,grb90,real,,
GRB90,,,,,,27.80827073,,2.1700000000000002e+27,grb90,real,,
GRB90,,,,,,28.71931339,,1.99e+27,grb90,real,,
GRB90,,,,,,29.66017603,,1.8900000000000001e+27,grb90,real,,
GRB90,,,,,,30.63188959,,1.8000000000000002e+27,grb90,real,,
GRB90,,,,,,31.63543345,,1.6600000000000001e+27,grb90,real,,
GRB90,,,,,,32.67186433,,1.5800000000000001e+27,grb90,real,,
GRB90,,,,,,33.74223895,,1.51e+27,grb90,real,,
GRB90,,,,,,34.84769134,,1.4000000000000002e+27,grb90,real,,
GRB90,,,,,,35.98932976,,1.3300000000000002e+27,grb90,real,,
GRB90,,,,,,37.16839135,,1.2700000000000002e+27,grb90,real,,
GRB90,,,,,,38.38608745,,1.1900000000000002e+27,grb90,real,,
GRB90,,,,,,39.64368098,,1.1300000000000001e+27,grb90,real,,
GRB90,,,,,,40.9424606,,1.0800000000000001e+27,grb90,real,,
